id,activity_new,campaign_disc_ele,channel_sales,cons_12m,cons_gas_12m,cons_last_month,date_activ,date_end,date_first_activ,date_modif_prod,date_renewal,forecast_base_bill_ele,forecast_base_bill_year,forecast_bill_12m,forecast_cons,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_p1,forecast_price_energy_p2,forecast_price_pow_p1,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,origin_up,pow_max,churn
78014630fbac3e6aa980361d25cea748,,,usilxuppasemubllopkaafesmlibmsdf,20560,0,3804,31/12/2012,31/12/2016,,1/11/2015,1/1/2016,,,,,3037.82,3804,0,0,0.142417,0,44.31137796,f,548.89,4.14,4.14,1,255.96,3,lxidpiddsbxsbosboudacockeimpuepw,11,0
050706fa01538720da274cbeb6e1f983,xwkaesbkfsacseixxksofpddwfkbobki,,foosdfpfkusacimwkcsosbicdxkicaua,21097,0,0,4/4/2013,4/4/2016,,24/11/2015,5/4/2015,,,,,2257.99,0,,110.78,,,,f,0,25.92,25.92,1,291.78,3,lxidpiddsbxsbosboudacockeimpuepw,17.321,1
5789c446141a44a9b405db35682f6eb5,,,foosdfpfkusacimwkcsosbicdxkicaua,12157,0,0,27/2/2013,27/2/2016,,16/12/2015,9/3/2015,,,,,1418.81,0,0,16.42,0.160302,0.082403,44.31137796,f,0,23.4,23.4,2,123.87,3,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,0
ed5bc499fecb8eee257857fd286ebd65,lckfspcixfmlwudlisbaiacuioicciam,,,13122,0,0,7/12/2009,7/12/2016,,1/11/2015,8/12/2015,,,,,1932.42,0,0,19.51,0.143478,0,44.31137796,f,0,3.56,3.56,1,150.7,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,0
389bbbe70248fbeecdf9bb1bd0d1da04,,,foosdfpfkusacimwkcsosbicdxkicaua,3584,0,322,17/11/2010,17/11/2016,17/11/2010,17/11/2010,18/11/2015,202.63,202.63,2001.81,32.61,379.83,322,0,145.98,0.115237,0.100123,41.1052014,f,32.61,57.72,57.72,1,38.76,5,lxidpiddsbxsbosboudacockeimpuepw,23.1,1
31615bef53242dfedeaf275214044ca1,,,,2632,0,0,12/7/2010,12/7/2016,,12/7/2010,14/7/2015,,,,,394.83,0,0,15.98,0.145711,0,44.31137796,f,0,14.64,14.64,1,38.62,6,ldkssxwpmemidmecebumciepifcamkci,10.392,0
74ff037708f036de5745ce34d8d9d4df,kkklcdamwfafdcfwofuscwfwadblfmce,,foosdfpfkusacimwkcsosbicdxkicaua,4792,0,0,12/12/2011,12/12/2016,,1/11/2015,14/12/2015,,,,,719.4,0,0,0,0.144039,0,45.80687796,f,0,19.42,19.42,1,60,4,lxidpiddsbxsbosboudacockeimpuepw,12.5,0
7287dad2f1f535d03435ea7c78b557c4,,,,7950,0,1100,1/10/2009,1/10/2016,,1/10/2009,2/10/2015,,,,,856.81,1100,0,132.16,0.115237,0.100123,40.9390266,f,113.82,20,20,1,94.01,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,15.01,0
26c7bba7d51f86a16109de505bcd4f52,apdekpcbwosbxepsfxclislboipuxpop,,lmkebamcaaclubfxadlmueccxoimlema,1856956,41883,164355,20/9/2010,20/9/2016,,20/9/2010,23/9/2015,,,,,3074.16,0,0,99.05,0.115237,0.100123,40.606701,t,0,43.44,43.44,2,487.42,5,ldkssxwpmemidmecebumciepifcamkci,29,0
44e826a55734d0ca5eeafcae0e991a75,,,foosdfpfkusacimwkcsosbicdxkicaua,324,0,0,7/7/2009,7/7/2016,,23/5/2015,9/7/2015,,,,,8.32,0,0,1.08,0.14317,0,44.31137796,f,0,18.62,18.62,2,1.27,7,ldkssxwpmemidmecebumciepifcamkci,13.2,1
4bffd9d74bfb770ef7763e8e4e88dfc3,,,usilxuppasemubllopkaafesmlibmsdf,2103,0,0,14/12/2011,6/8/2016,,6/8/2015,5/1/2015,,,,,355.17,0,30,19.6,0.198096,0,46.30537836,f,0,27.96,27.96,2,19,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,0
2d9d0546d83c60ed3d5728d744d65c40,daobdssbkieoukwxbopxiiospudkopwl,,usilxuppasemubllopkaafesmlibmsdf,19593,0,0,3/7/2012,3/7/2016,3/7/2012,31/10/2013,4/7/2015,0,0,3412.67,0,2886.5,0,0,17.55,0.143166,0,44.31137796,f,0,17.45,17.45,1,243.99,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,0
79d29481ee261caf08387bcef9e4346d,,,usilxuppasemubllopkaafesmlibmsdf,41814,0,4159,10/10/2012,10/10/2016,,26/6/2014,11/10/2015,,,,,4107.43,4159,0,129.97,0.116509,0.101397,40.606701,f,412.54,10.16,10.16,1,477.42,3,lxidpiddsbxsbosboudacockeimpuepw,30.45,0
044d071a5dbc2668cddad4f2b28c91d1,cccpsslxcemdlomsaffxsecccbxpdkax,,,37969,0,3407,28/3/2005,28/3/2016,,9/3/2015,29/3/2015,,,,,3879.98,3407,0,130.68,0.114604,0.098262,40.606701,f,330.3,44.64,44.64,1,407.98,11,ldkssxwpmemidmecebumciepifcamkci,33,0
af87b64523cf1f4f4a681e2cc44c8629,kwuslieomapmswolewpobpplkaooaaew,,foosdfpfkusacimwkcsosbicdxkicaua,41214,0,3538,4/11/2011,4/11/2016,4/11/2011,1/11/2015,5/11/2015,505.52,505.52,5739.26,352.08,4294.49,3538,0,146.56,0.11536,0.100243,40.606701,f,352.08,3.72,3.72,1,505.47,4,lxidpiddsbxsbosboudacockeimpuepw,19.8,0
9403f3f9ff06ec9e49db8255ede2b098,apdekpcbwosbxepsfxclislboipuxpop,,lmkebamcaaclubfxadlmueccxoimlema,2012791,0,218619,22/6/2011,22/6/2016,,22/6/2011,23/6/2015,,,,,547.35,346,0,16.12,0.144902,0,44.31137796,f,50.79,21.52,21.52,1,50.38,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,0
51a7edcf29ed04830da6b3ee79f9e508,kkklcdamwfafdcfwofuscwfwadblfmce,,lmkebamcaaclubfxadlmueccxoimlema,20429,0,0,12/3/2010,12/3/2016,,12/3/2010,13/3/2015,,,,,869.54,0,0,120.45,0.120372,0.103487,40.606701,f,0,60.39,60.39,1,111.64,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,26.6,0
d9260de11c54a215fa7363f603bbeaf6,,,foosdfpfkusacimwkcsosbicdxkicaua,5957,0,794,8/6/2010,8/6/2016,,8/6/2010,23/6/2015,,,,,510.87,315,0,18.47,0.145711,0,44.31137796,f,46.17,24.4,24.4,1,50.71,6,lxidpiddsbxsbosboudacockeimpuepw,15,0
a853b52e3992aa2df0870fe42d843a65,ifppdlcfssupdcsdcclkoubulccouwml,,usilxuppasemubllopkaafesmlibmsdf,6047,0,0,23/11/2011,23/11/2016,,23/11/2011,24/11/2015,,,,,913,0,0,19.54,0.147506,0,45.80687796,f,0,17.13,17.13,1,86.43,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,0
91607f6e0ed7143ab1a5b2abc20f1c00,apdekpcbwosbxepsfxclislboipuxpop,,foosdfpfkusacimwkcsosbicdxkicaua,1938393,0,312684,1/9/2012,1/9/2016,1/9/2012,1/9/2012,2/9/2015,609.1,609.1,4286.56,513.03,3426.48,3537,0,51.6,0.143166,0,44.31137796,f,513.03,11.95,11.95,1,279.26,3,lxidpiddsbxsbosboudacockeimpuepw,13.85,0
757ea31873662fe77d60e8c4f736a1ec,,,foosdfpfkusacimwkcsosbicdxkicaua,9141,0,1592,1/3/2012,20/9/2016,,20/9/2015,3/3/2014,,,,,419.22,523,0,16.32,0.142881,0,46.30537836,f,74.39,29.5,29.5,1,30.9,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,0
d53f9011d82ed1f4850d0d312d04468b,mwmuuaeloxbawummwfwcmxckmsfibpwk,,ewpakwlliwisiwduibdlfmalxowmwpci,4259,0,0,25/6/2012,9/7/2016,,9/7/2014,12/7/2015,,,,,632.17,0,0,16.74,0.144902,0,44.31137796,f,0,14.64,14.64,1,64.34,4,ldkssxwpmemidmecebumciepifcamkci,10.392,0
af47b8ea9a596c200ee39128a95738f9,almlfkoedpwfdmmsebsdwueskducuiok,,lmkebamcaaclubfxadlmueccxoimlema,12199,0,0,10/1/2011,29/2/2016,,10/1/2011,9/3/2015,,,,,1811.9,0,0,21.1,0.145877,0,44.31137796,f,0,23.4,23.4,1,156.21,5,ldkssxwpmemidmecebumciepifcamkci,10.392,0
f8943edfeb1783f3793d3abc6305c1e3,sfisfxfcocfpcmckuekokxuseixdaoeu,,usilxuppasemubllopkaafesmlibmsdf,13859,0,0,15/3/2011,15/3/2016,15/3/2011,15/3/2011,16/3/2015,0,0,497.77,0,8.83,0,0,18.26,0.146694,0,44.31137796,f,0,30.22,30.22,1,0.88,5,lxidpiddsbxsbosboudacockeimpuepw,13.2,0
adfec8a906dfa5c6d836231e65825539,apdekpcbwosbxepsfxclislboipuxpop,,foosdfpfkusacimwkcsosbicdxkicaua,110534,0,7546,4/4/2012,4/4/2016,,4/4/2012,5/4/2015,,,,,3485.92,2797,0,131.87,0.11691,0.100572,40.606701,f,272.68,32.1,32.1,1,416.74,4,lxidpiddsbxsbosboudacockeimpuepw,26.61,0
c6951b289531272a5d02c095db1fb55f,,,lmkebamcaaclubfxadlmueccxoimlema,13332,0,0,19/6/2008,28/4/2016,,10/7/2008,29/4/2015,,,,,1258.31,0,0,132.68,0.100167,0.091892,58.99595196,f,0,-1.3,-1.3,2,103.38,8,ldkssxwpmemidmecebumciepifcamkci,25,0
34f2d4431b7db25cd660b098acf3d3a0,,,foosdfpfkusacimwkcsosbicdxkicaua,79090,0,3319,1/8/2009,1/8/2016,,12/7/2015,2/8/2015,,,,,2690.38,2191,0,130.47,0.114025,0.097683,40.606701,f,201.4,12.36,12.36,1,311.76,6,ldkssxwpmemidmecebumciepifcamkci,19.8,0
cdcc2c363d5b34232082cee78776e59e,,,,5162,0,0,18/11/2010,18/11/2016,18/11/2010,18/11/2010,21/11/2015,0,0,0,0,0,0,0,0,0.0006,0,0,f,0,24.33,24.33,1,80.3,5,lxidpiddsbxsbosboudacockeimpuepw,13.86,0
b96aa3a8655203318c6b853dbdb0ceb7,kwuslieomapmswolewpobpplkaooaaew,,foosdfpfkusacimwkcsosbicdxkicaua,88178,0,6094,15/1/2010,14/2/2016,15/1/2010,14/9/2013,16/2/2015,852.91,852.91,11681.62,611.08,9070.33,6094,0,145.41,0.115744,0.098858,40.606701,f,611.08,32.88,32.88,1,719.37,6,lxidpiddsbxsbosboudacockeimpuepw,33,1
54a77b7ec412ca7133750d2cb2a24096,wlxfbefauebfbauopppswxppaafdkoap,,ewpakwlliwisiwduibdlfmalxowmwpci,22333,0,2237,17/11/2010,17/11/2016,,24/5/2015,18/11/2015,,,,,2377.86,2237,0,143.04,0.115237,0.100123,40.606701,f,226.86,9.93,9.93,1,234.39,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,52.5,0
0f7487e3c557be9c77570e11ce572454,cwkwaxadbfukekuspislmbipbkxdudla,,foosdfpfkusacimwkcsosbicdxkicaua,31653,0,124,5/3/2011,5/3/2016,,5/3/2011,6/3/2015,,,,,82.03,124,0,129.6,0.120372,0.103487,40.606701,f,12.19,108.9,108.9,1,10.32,5,lxidpiddsbxsbosboudacockeimpuepw,48,0
17e84c1bc19211777dfbb1cca8af94fc,cluecxlameloamldmasudocsbmaoamdw,,foosdfpfkusacimwkcsosbicdxkicaua,463646,0,40551,22/6/2013,9/10/2016,,9/10/2013,11/10/2015,,,,,2858.82,0,0,117.54,0.115237,0.100123,40.606701,f,0,11.04,11.04,1,372.55,3,lxidpiddsbxsbosboudacockeimpuepw,33,0
b664719a6cbb1966d9987c3f6ec6d209,,,foosdfpfkusacimwkcsosbicdxkicaua,10602,0,951,13/3/2012,13/3/2016,,13/3/2012,16/3/2015,,,,,1122.03,951,0,129.61,0.120372,0.103487,40.606701,f,98.66,36.22,36.22,1,137.56,4,lxidpiddsbxsbosboudacockeimpuepw,20,0
d8e589d515b7c905bb73eece1d8781d8,pmccdfmdxpmdeodsasdeboedildifmlp,,foosdfpfkusacimwkcsosbicdxkicaua,21553,0,0,9/4/2013,9/4/2016,9/4/2013,9/4/2013,12/4/2015,0,0,3607.54,0,3213.49,0,0,16.09,0.144149,0,44.31137796,f,0,19.28,19.28,1,301.91,3,lxidpiddsbxsbosboudacockeimpuepw,10.392,1
a20ef5d293e20e3d9e9f60cf2be3ce63,apdekpcbwosbxepsfxclislboipuxpop,,,348859,0,53135,20/12/2010,20/12/2016,,20/12/2010,21/12/2015,,,,,2767.31,2368,0,142.63,0.116509,0.101397,40.606701,f,218.34,4.46,4.46,1,364.43,5,ldkssxwpmemidmecebumciepifcamkci,100,0
64c0ca2d8c32cd4985b6ab53f17f897f,,,foosdfpfkusacimwkcsosbicdxkicaua,10019,0,0,1/11/2012,1/11/2016,,1/11/2012,2/11/2015,,,,,775.26,0,0,16.34,0.236794,0,44.31137796,f,0,-1.23,-1.23,1,335.8,3,ldkssxwpmemidmecebumciepifcamkci,13.2,0
413f4bf21686876dd0d9a2bf0cc5ba1f,,,foosdfpfkusacimwkcsosbicdxkicaua,7314,0,1542,28/5/2012,28/5/2016,,28/5/2012,29/5/2015,,,,,1094.82,1542,0,18.32,0.145711,0,44.31137796,f,226.96,27.69,27.69,1,111.5,4,lxidpiddsbxsbosboudacockeimpuepw,15,0
3bd97d79feb083b315baa9545c76c84d,apdekpcbwosbxepsfxclislboipuxpop,,foosdfpfkusacimwkcsosbicdxkicaua,1129316,0,79977,17/12/2011,17/12/2016,,17/12/2011,20/12/2015,,,,,1346.17,1174,0,129.24,0.116509,0.101397,40.606701,f,117.71,2.46,2.46,1,172.91,4,lxidpiddsbxsbosboudacockeimpuepw,19.72,1
cb5171895e4a15e2c72cbbd7cf054cbf,,,foosdfpfkusacimwkcsosbicdxkicaua,11399,0,1105,26/5/2011,1/4/2016,,1/4/2014,2/4/2015,,,,,2158.81,1105,24,14.44,0.186188,0,45.80687796,f,206.39,37.56,37.56,1,864.94,5,lxidpiddsbxsbosboudacockeimpuepw,12.5,0
b50576e9fd15d9fa7e550be0f19fbf9e,apdekpcbwosbxepsfxclislboipuxpop,,foosdfpfkusacimwkcsosbicdxkicaua,162691,0,18860,6/1/2011,6/1/2017,,6/1/2011,7/1/2016,,,,,7603.69,9069,0,130.68,0.115744,0.098858,40.606701,f,836.8,16.32,16.32,1,677.58,5,lxidpiddsbxsbosboudacockeimpuepw,16.4,0
063acc614e176cf9edb486d267a90097,paoauaefwcbedmiowwmokakuisslckbd,,,158223,188601,17754,10/4/2010,10/4/2016,,16/9/2013,12/4/2015,,,,,5658.04,9471,0,129.26,0.114481,0.098142,40.606701,t,940.24,35.81,35.81,3,580.06,6,lxidpiddsbxsbosboudacockeimpuepw,40,0
cd2ac5886d344c93b3a2358e4604e1fe,bapcuxcousodpaabofsesslupodaapcx,,usilxuppasemubllopkaafesmlibmsdf,84410,186857,7891,2/12/2011,2/12/2016,,17/11/2014,3/12/2015,,,,,3166.13,3007,0,132.13,0.116509,0.101397,40.606701,t,302.49,0.8,0.8,4,396.63,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,17.25,0
78b67084b27f0d33429985d7a1fd6258,,,lmkebamcaaclubfxadlmueccxoimlema,2887,0,0,8/1/2013,8/1/2017,,8/1/2013,10/1/2016,,,,,436.45,0,0,14.91,0.146694,0,44.31137796,f,0,34.68,34.68,1,49,3,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,0
ac9b40690cdc78263fecc452bd92c227,,,,8647,0,829,28/1/2010,28/1/2016,,28/1/2010,30/1/2015,,,,,399.54,389,0,129.6,0.1169,0.100015,40.606701,f,37.53,51.96,51.96,1,45.47,6,lxidpiddsbxsbosboudacockeimpuepw,20.785,0
4d4a8d5a884e49e2a8f7994b21a3cb18,,,lmkebamcaaclubfxadlmueccxoimlema,10,0,0,9/6/2011,9/6/2016,,9/6/2011,21/6/2015,,,,,1.52,0,0,6.67,0.145711,0,44.31137796,f,0,21.52,21.52,1,0.16,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,0
d26bcf1a3e3f6252b9812903f402dcf1,dupxuibdflmskeieweeofcaluuuiioix,,ewpakwlliwisiwduibdlfmalxowmwpci,5682,0,0,8/3/2011,8/3/2016,,8/3/2011,9/3/2015,,,,,853.4,0,0,17.35,0.145884,0,44.31137796,f,0,23.76,23.76,1,82.52,5,ldkssxwpmemidmecebumciepifcamkci,10.392,0
d44fcb35df8f88e9032ad52678d060a3,apdekpcbwosbxepsfxclislboipuxpop,,foosdfpfkusacimwkcsosbicdxkicaua,1017579,187578,120936,14/6/2011,14/6/2016,14/6/2011,14/6/2011,23/6/2015,228.76,228.76,2176.43,11.86,100.27,125,0,146.81,0.115174,0.098837,40.606701,t,11.86,47,47,2,14.59,5,lxidpiddsbxsbosboudacockeimpuepw,29.7,0
327e887296aa77019b4954c6bb0a8cc3,kkklcdamwfafdcfwofuscwfwadblfmce,,foosdfpfkusacimwkcsosbicdxkicaua,16605,227049,2000,12/1/2010,9/2/2016,,12/1/2010,11/2/2015,,,,,1694.72,2000,0,132.19,0.1169,0.100015,40.606701,t,200.09,24.72,24.72,2,183.25,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,16.5,0
6f062ee9f3f8b2a404078abb4cd85510,paoauaefwcbedmiowwmokakuisslckbd,,lmkebamcaaclubfxadlmueccxoimlema,2502,0,0,11/6/2012,11/6/2016,,11/6/2012,14/6/2015,,,,,375.75,0,0,19.51,0.145711,0,44.31137796,f,0,22.52,22.52,1,35.96,4,ldkssxwpmemidmecebumciepifcamkci,13.856,0
d8fba21592000ae17ac964d93e827c05,kwuslieomapmswolewpobpplkaooaaew,,,179907,124659,30003,3/6/2004,3/6/2016,,3/6/2004,23/6/2015,,,,,17385.87,30003,0,133.4,0.110083,0.093746,40.606701,t,2903.59,-3.16,-3.16,4,1166.47,12,ldkssxwpmemidmecebumciepifcamkci,37.29,0
9cdfb70886ecb55f8a8620af8a99a722,,,foosdfpfkusacimwkcsosbicdxkicaua,92718,0,7895,9/9/2009,9/9/2016,9/9/2009,9/9/2009,10/9/2015,1113.65,1113.65,12469.68,735.06,8796.43,7895,0,145.77,0.113323,0.096984,40.606701,t,735.06,14.94,14.94,2,848.79,6,lxidpiddsbxsbosboudacockeimpuepw,55,0
